review,rating,date,bank,source,sentiment_label,sentiment_score,theme
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9990044236183167,"Transactions, UI/UX"
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998193383216858,"UI/UX, Customer Support"
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9974090456962585,UI/UX
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998351335525513,UI/UX
A fantastic product!! keep the good work.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998842477798462,Other
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998030066490173,UI/UX
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999062716960907,"Transactions, UI/UX, Customer Support"
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9988586902618408,UI/UX
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998717308044434,UI/UX
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997884631156921,UI/UX
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9993189573287964,"Transactions, UI/UX, Customer Support"
Too best,1,2025-04-21,Dashen,Google Play,POSITIVE,0.8775476813316345,Other
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9985912442207336,UI/UX
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,POSITIVE,0.987091064453125,UI/UX
best mobile banking application,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996380805969238,UI/UX
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998156428337097,UI/UX
best mobile banking application,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996380805969238,UI/UX
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9981945157051086,"UI/UX, Customer Support"
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.883536159992218,Customer Support
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997934699058533,"Transactions, UI/UX"
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999823272228241,UI/UX
excellent mobile banking app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998179078102112,UI/UX
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9985873699188232,UI/UX
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9926958084106445,UI/UX
convenient and fast,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996170997619629,Other
Best- in-class app.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999584972858429,UI/UX
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997171759605408,UI/UX
Superb,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998656511306763,Other
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998817443847656,UI/UX
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999481737613678,UI/UX
Best App!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997498393058777,UI/UX
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998683929443359,UI/UX
I love this app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998608827590942,UI/UX
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,NEGATIVE,0.9980541467666626,Other
good,5,2025-04-20,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
waw no idea the best app.,5,2025-04-19,Dashen,Google Play,NEGATIVE,0.9923464059829712,UI/UX
fast best app,5,2025-04-18,Dashen,Google Play,POSITIVE,0.999737560749054,UI/UX
Nice App,5,2025-04-18,Dashen,Google Play,POSITIVE,0.9998061060905457,UI/UX
nice app ever,5,2025-04-17,Dashen,Google Play,POSITIVE,0.9998384714126587,UI/UX
good,5,2025-04-17,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,NEGATIVE,0.9997677206993103,UI/UX
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play,NEGATIVE,0.9992289543151855,Performance
nic app,5,2025-04-16,Dashen,Google Play,POSITIVE,0.9797857403755188,UI/UX
Nice,5,2025-04-16,Dashen,Google Play,POSITIVE,0.9998552799224854,Other
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play,POSITIVE,0.9997890591621399,UI/UX
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play,POSITIVE,0.9998642206192017,Customer Support
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,NEGATIVE,0.9958034157752991,UI/UX
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,NEGATIVE,0.7850591540336609,Other
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,NEGATIVE,0.9996840953826904,Other
it's samart,5,2025-04-10,Dashen,Google Play,POSITIVE,0.9992457628250122,Other
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,NEGATIVE,0.999715268611908,UI/UX
it is very good app,5,2025-04-10,Dashen,Google Play,POSITIVE,0.9998699426651001,UI/UX
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,NEGATIVE,0.9996039271354675,"Transactions, UI/UX, Customer Support, Performance"
slow cumbersome,3,2025-04-08,Dashen,Google Play,NEGATIVE,0.9997989535331726,Performance
Is really 💀,2,2025-04-08,Dashen,Google Play,POSITIVE,0.9858712553977966,Other
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,NEGATIVE,0.9997294545173645,Performance
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,NEGATIVE,0.9996976852416992,"Account Access, Transactions"
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,NEGATIVE,0.9981010556221008,"Account Access, UI/UX"
proud by dashen bank,5,2025-04-06,Dashen,Google Play,POSITIVE,0.9998666048049927,Other
best,5,2025-04-06,Dashen,Google Play,POSITIVE,0.9997941851615906,Other
best of best,5,2025-04-05,Dashen,Google Play,POSITIVE,0.9997496008872986,Other
nice,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998552799224854,Other
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,NEGATIVE,0.9994447827339172,UI/UX
real super up,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998282194137573,Other
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,NEGATIVE,0.9993618130683899,UI/UX
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play,NEGATIVE,0.999297022819519,Other
good,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
tanku,5,2025-04-04,Dashen,Google Play,NEGATIVE,0.91596519947052,Other
very nice,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998563528060913,Other
perfect,5,2025-04-02,Dashen,Google Play,POSITIVE,0.9998517036437988,Other
goood,5,2025-04-02,Dashen,Google Play,NEGATIVE,0.9943867921829224,Other
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,NEGATIVE,0.9958769083023071,Other
it is best app easy to use,5,2025-04-01,Dashen,Google Play,POSITIVE,0.9864110350608826,UI/UX
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,POSITIVE,0.9997655749320984,UI/UX
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-03-31,Dashen,Google Play,NEGATIVE,0.997230589389801,UI/UX
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,POSITIVE,0.9897825717926025,"Account Access, Transactions, UI/UX"
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play,POSITIVE,0.999818742275238,Other
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play,POSITIVE,0.99986732006073,UI/UX
ok,5,2025-03-30,Dashen,Google Play,POSITIVE,0.9997851252555847,Other
nice app,5,2025-03-29,Dashen,Google Play,POSITIVE,0.9998061060905457,UI/UX
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play,POSITIVE,0.9992021918296814,"Transactions, UI/UX, Customer Support"
good,5,2025-03-28,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
nice application,4,2025-03-27,Dashen,Google Play,POSITIVE,0.9998229146003723,UI/UX
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play,POSITIVE,0.9998027682304382,UI/UX
best experiences,5,2025-03-26,Dashen,Google Play,POSITIVE,0.9992781281471252,Other
too slow to use.,1,2025-03-26,Dashen,Google Play,NEGATIVE,0.9997276663780212,"UI/UX, Performance"
ጥሩ ነው,5,2025-03-24,Dashen,Google Play,NEGATIVE,0.7850591540336609,Other
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,NEGATIVE,0.9997721314430237,UI/UX
nic,5,2025-03-22,Dashen,Google Play,POSITIVE,0.9977141618728638,Other
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play,NEGATIVE,0.9200406670570374,Other
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play,POSITIVE,0.9994550347328186,Transactions
Good,4,2025-03-21,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
Best,5,2025-03-20,Dashen,Google Play,POSITIVE,0.9997941851615906,Other
Good,5,2025-03-20,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-19,Dashen,Google Play,NEGATIVE,0.9997400641441345,"Transactions, UI/UX, Customer Support"
it's Be Come Busy &not working good,1,2025-03-19,Dashen,Google Play,NEGATIVE,0.9993822574615479,Other
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,NEGATIVE,0.9980534315109253,UI/UX
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,POSITIVE,0.9997392296791077,Other
good and latest,5,2025-03-18,Dashen,Google Play,POSITIVE,0.9998561143875122,Other
The best App of all,5,2025-03-17,Dashen,Google Play,POSITIVE,0.9998633861541748,UI/UX
Worst app ever,1,2025-03-15,Dashen,Google Play,NEGATIVE,0.9997803568840027,UI/UX
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,NEGATIVE,0.9997894167900085,"Transactions, UI/UX, Performance"
Naiycapp,5,2025-03-13,Dashen,Google Play,POSITIVE,0.8075171709060669,UI/UX
Good,5,2025-03-13,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,NEGATIVE,0.9952346682548523,UI/UX
Hey great,5,2025-03-12,Dashen,Google Play,POSITIVE,0.999745786190033,Other
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,POSITIVE,0.9984980821609497,"Account Access, UI/UX"
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,NEGATIVE,0.9951795339584351,UI/UX
It good and easy to use,5,2025-03-11,Dashen,Google Play,POSITIVE,0.9998750686645508,UI/UX
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,NEGATIVE,0.9200406670570374,Other
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,POSITIVE,0.9655697345733643,"Account Access, Transactions"
Excellent,5,2025-03-10,Dashen,Google Play,POSITIVE,0.9998434782028198,Other
Good,5,2025-03-08,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
Wow Excellent app,5,2025-03-08,Dashen,Google Play,POSITIVE,0.9998443126678467,UI/UX
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,NEGATIVE,0.9983522891998291,"Account Access, Transactions, UI/UX"
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,NEGATIVE,0.995681881904602,"Account Access, Transactions"
It's best,5,2025-03-08,Dashen,Google Play,POSITIVE,0.999842643737793,Other
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,NEGATIVE,0.9842472076416016,Other
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,POSITIVE,0.9998522996902466,UI/UX
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,NEGATIVE,0.9997935891151428,Performance
good app,5,2025-03-04,Dashen,Google Play,POSITIVE,0.9998493194580078,UI/UX
Fantastic app,5,2025-03-01,Dashen,Google Play,POSITIVE,0.9998588562011719,UI/UX
Good,5,2025-02-28,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,POSITIVE,0.9998013377189636,UI/UX
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play,POSITIVE,0.9995073080062866,"Transactions, UI/UX"
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play,POSITIVE,0.9977291226387024,"Transactions, UI/UX, Customer Support"
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,NEGATIVE,0.6970566511154175,Other
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,NEGATIVE,0.9960646033287048,Performance
Excellent app,5,2025-02-24,Dashen,Google Play,POSITIVE,0.9998356103897095,UI/UX
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,NEGATIVE,0.9528433680534363,Other
No good,1,2025-02-22,Dashen,Google Play,NEGATIVE,0.9996987581253052,Other
Wow amazing app,5,2025-02-21,Dashen,Google Play,POSITIVE,0.9998513460159302,UI/UX
best platform... Please avoid otp,5,2025-02-21,Dashen,Google Play,POSITIVE,0.922895610332489,Other
Super smart app.,5,2025-02-18,Dashen,Google Play,POSITIVE,0.9997984766960144,UI/UX
best 👍👍,5,2025-02-16,Dashen,Google Play,POSITIVE,0.9997019171714783,Other
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,Google Play,NEGATIVE,0.9973721504211426,UI/UX
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,NEGATIVE,0.9974337220191956,UI/UX
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play,POSITIVE,0.9937819838523865,"UI/UX, Customer Support"
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play,POSITIVE,0.9998486042022705,UI/UX
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play,POSITIVE,0.9998574256896973,UI/UX
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,NEGATIVE,0.9903808236122131,Transactions
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen,Google Play,NEGATIVE,0.9046952128410339,Other
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,NEGATIVE,0.9328107237815857,Other
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,Google Play,POSITIVE,0.9986761212348938,Transactions
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,NEGATIVE,0.9995891451835632,"Transactions, UI/UX"
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen,Google Play,POSITIVE,0.9996811151504517,Other
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen,Google Play,NEGATIVE,0.8565719723701477,Other
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen,Google Play,NEGATIVE,0.9961472749710083,Other
Good,5,2025-02-07,Dashen,Google Play,POSITIVE,0.9998161196708679,Other
It doesn't work,1,2025-02-07,Dashen,Google Play,NEGATIVE,0.9997813105583191,Other
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play,POSITIVE,0.9998102784156799,"Transactions, UI/UX"
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen,Google Play,POSITIVE,0.9998507499694824,UI/UX
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen,Google Play,NEGATIVE,0.985221803188324,UI/UX
"Good app, bad security",3,2025-02-06,Dashen,Google Play,POSITIVE,0.989300549030304,UI/UX
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,NEGATIVE,0.9956958293914795,Transactions
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play,POSITIVE,0.9998589754104614,UI/UX
I loved it,5,2025-02-05,Dashen,Google Play,POSITIVE,0.9998809099197388,Other
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen,Google Play,NEGATIVE,0.8832131028175354,Other
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen,Google Play,POSITIVE,0.999471127986908,UI/UX
Not good this app,1,2025-02-04,Dashen,Google Play,NEGATIVE,0.9997790455818176,UI/UX
Best app,5,2025-02-04,Dashen,Google Play,POSITIVE,0.999686598777771,UI/UX
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen,Google Play,NEGATIVE,0.990936815738678,"Transactions, UI/UX"
Perfect,5,2025-02-02,Dashen,Google Play,POSITIVE,0.9998517036437988,Other
"It does not work functional ,",1,2025-02-02,Dashen,Google Play,NEGATIVE,0.9997901320457458,Other
Ok,5,2025-02-01,Dashen,Google Play,POSITIVE,0.9997851252555847,Other
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen,Google Play,POSITIVE,0.9958037734031677,UI/UX
Gret experience,5,2025-02-01,Dashen,Google Play,NEGATIVE,0.7600314617156982,Other
All good we need more,3,2025-01-31,Dashen,Google Play,POSITIVE,0.9996538162231445,Other
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen,Google Play,POSITIVE,0.9997517466545105,UI/UX
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen,Google Play,POSITIVE,0.9998608827590942,UI/UX
Dashen bank super app for easy life.,5,2025-01-30,Dashen,Google Play,POSITIVE,0.7723070979118347,UI/UX
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen,Google Play,POSITIVE,0.9995208978652954,Customer Support
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen,Google Play,NEGATIVE,0.9945861101150513,Account Access
Best,5,2025-01-29,Dashen,Google Play,POSITIVE,0.9997941851615906,Other
Just Wow,5,2025-01-29,Dashen,Google Play,POSITIVE,0.999775230884552,Other
mobile banking to the next level,5,2025-01-28,Dashen,Google Play,POSITIVE,0.9409878849983215,Other
Nice,5,2025-01-25,Dashen,Google Play,POSITIVE,0.9998552799224854,Other
The first 3 star review is me,3,2025-01-25,Dashen,Google Play,POSITIVE,0.9967767596244812,Other
Is not working,1,2025-01-25,Dashen,Google Play,NEGATIVE,0.9997809529304504,Other
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen,Google Play,POSITIVE,0.9998725652694702,UI/UX
V good ❗️,5,2025-01-24,Dashen,Google Play,POSITIVE,0.9993855953216553,Other
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen,Google Play,POSITIVE,0.9862456321716309,UI/UX
I only see white page,2,2025-01-23,Dashen,Google Play,NEGATIVE,0.9910238981246948,Other
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen,Google Play,POSITIVE,0.9994206428527832,UI/UX
Amizing Application 😍,5,2025-01-22,Dashen,Google Play,NEGATIVE,0.9905142784118652,UI/UX
Fastest and easy to use,5,2025-01-22,Dashen,Google Play,POSITIVE,0.9997114539146423,UI/UX
Ok,5,2025-01-21,Dashen,Google Play,POSITIVE,0.9997851252555847,Other
ጥሩ ነው,5,2025-01-21,Dashen,Google Play,NEGATIVE,0.7850591540336609,Other
ስም ብቻ 😏,2,2025-01-21,Dashen,Google Play,NEGATIVE,0.8337253928184509,Other
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen,Google Play,NEGATIVE,0.9579959511756897,UI/UX
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen,Google Play,POSITIVE,0.9711758494377136,"Transactions, UI/UX"
Needs some improvement,5,2025-01-20,Dashen,Google Play,NEGATIVE,0.998008668422699,Other
Amazing,5,2025-01-20,Dashen,Google Play,POSITIVE,0.999875545501709,Other
Amazing super app,5,2025-01-19,Dashen,Google Play,POSITIVE,0.9998658895492554,UI/UX
I hope it will be better than amole,5,2025-01-18,Dashen,Google Play,POSITIVE,0.9969701766967773,Other
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen,Google Play,NEGATIVE,0.9463616013526917,UI/UX
Wow,5,2025-01-17,Dashen,Google Play,POSITIVE,0.999592125415802,Other
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen,Google Play,NEGATIVE,0.9832625389099121,Other
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen,Google Play,POSITIVE,0.9967933297157288,"Account Access, Customer Support"
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen,Google Play,POSITIVE,0.9998805522918701,Other
