review,rating,date,bank,source,sentiment_label,sentiment_score,theme
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,NEGATIVE,0.9911932349205017,UI/UX
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,POSITIVE,0.9998784065246582,UI/UX
ok,3,2025-04-16,CBE,Google Play,POSITIVE,0.9997851252555847,Other
very nice app ever!!!,5,2025-04-16,CBE,Google Play,POSITIVE,0.9998270869255066,UI/UX
the best app,5,2025-04-16,CBE,Google Play,POSITIVE,0.9998469352722168,UI/UX
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,NEGATIVE,0.9996340274810791,Other
great,5,2025-04-15,CBE,Google Play,POSITIVE,0.9998630285263062,Other
Nice service,5,2025-04-15,CBE,Google Play,POSITIVE,0.9998397827148438,Customer Support
great app,5,2025-04-15,CBE,Google Play,POSITIVE,0.999821126461029,UI/UX
it's special apps,5,2025-04-15,CBE,Google Play,POSITIVE,0.9995416402816772,UI/UX
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,NEGATIVE,0.9985652565956116,UI/UX
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,NEGATIVE,0.9647620320320129,Other
Good 🔥,5,2025-04-14,CBE,Google Play,POSITIVE,0.9998576641082764,Other
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,POSITIVE,0.9998443126678467,UI/UX
lebaa bank,5,2025-04-14,CBE,Google Play,NEGATIVE,0.9437296390533447,Other
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,NEGATIVE,0.9983273148536682,Other
OK,5,2025-04-13,CBE,Google Play,POSITIVE,0.9997851252555847,Other
grateful app,5,2025-04-13,CBE,Google Play,POSITIVE,0.9998038411140442,UI/UX
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,POSITIVE,0.9974650144577026,Other
everthing wellbeok,3,2025-04-13,CBE,Google Play,NEGATIVE,0.7055785655975342,Other
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,Google Play,NEGATIVE,0.9963226318359375,"Account Access, UI/UX"
nice app 👌,5,2025-04-12,CBE,Google Play,POSITIVE,0.9996724128723145,UI/UX
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,NEGATIVE,0.9989493489265442,UI/UX
it so good app,5,2025-04-12,CBE,Google Play,POSITIVE,0.999868631362915,UI/UX
the best app,3,2025-04-12,CBE,Google Play,POSITIVE,0.9998469352722168,UI/UX
جميل,5,2025-04-11,CBE,Google Play,POSITIVE,0.9271727800369263,Other
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,NEGATIVE,0.994688868522644,Other
nice,5,2025-04-11,CBE,Google Play,POSITIVE,0.9998552799224854,Other
simply for used,4,2025-04-10,CBE,Google Play,NEGATIVE,0.9918004870414734,UI/UX
wow keep up,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998539686203003,Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,NEGATIVE,0.9934490323066711,UI/UX
good one,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998288154602051,Other
best app.,5,2025-04-10,CBE,Google Play,POSITIVE,0.999774158000946,UI/UX
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998396635055542,Other
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,NEGATIVE,0.7850591540336609,Other
good,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998161196708679,Other
ok,5,2025-04-09,CBE,Google Play,POSITIVE,0.9997851252555847,Other
ጎበዝ,5,2025-04-09,CBE,Google Play,NEGATIVE,0.6970566511154175,Other
good app,5,2025-04-09,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
but this app says can't sync,5,2025-04-09,CBE,Google Play,NEGATIVE,0.9988365769386292,UI/UX
waw,5,2025-04-09,CBE,Google Play,NEGATIVE,0.7346174120903015,Other
to slow,3,2025-04-09,CBE,Google Play,NEGATIVE,0.9994872808456421,Performance
work on screen shot system,4,2025-04-08,CBE,Google Play,NEGATIVE,0.5902668833732605,Other
very very nice aplication,1,2025-04-08,CBE,Google Play,POSITIVE,0.9998292922973633,Other
Good,5,2025-04-08,CBE,Google Play,POSITIVE,0.9998161196708679,Other
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,POSITIVE,0.9996142387390137,UI/UX
easy and reliable,2,2025-04-08,CBE,Google Play,POSITIVE,0.9998584985733032,Other
good,5,2025-04-08,CBE,Google Play,POSITIVE,0.9998161196708679,Other
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,POSITIVE,0.994536280632019,UI/UX
very good,5,2025-04-07,CBE,Google Play,POSITIVE,0.9998520612716675,Other
perfect app,5,2025-04-07,CBE,Google Play,POSITIVE,0.9998340606689453,UI/UX
I like it.,5,2025-04-07,CBE,Google Play,POSITIVE,0.9998694658279419,Other
bugs,3,2025-04-07,CBE,Google Play,NEGATIVE,0.9988303780555725,Performance
commerial Bank,5,2025-04-06,CBE,Google Play,NEGATIVE,0.681026041507721,Other
Genat biru,2,2025-04-06,CBE,Google Play,NEGATIVE,0.966159999370575,Other
🙏,5,2025-04-06,CBE,Google Play,NEGATIVE,0.6970566511154175,Other
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,POSITIVE,0.6723145842552185,Other
the best one,5,2025-04-06,CBE,Google Play,POSITIVE,0.9998371601104736,Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,NEGATIVE,0.9967620372772217,UI/UX
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,POSITIVE,0.9942916631698608,Other
Good!👍,3,2025-04-05,CBE,Google Play,POSITIVE,0.9998579025268555,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,POSITIVE,0.9985142350196838,"Transactions, UI/UX"
good,5,2025-04-05,CBE,Google Play,POSITIVE,0.9998161196708679,Other
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,NEGATIVE,0.9551453590393066,UI/UX
easy to use,5,2025-04-05,CBE,Google Play,POSITIVE,0.9988542795181274,UI/UX
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,POSITIVE,0.9998189806938171,UI/UX
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,NEGATIVE,0.881923258304596,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,NEGATIVE,0.9973511695861816,Transactions
cool ❤,4,2025-04-04,CBE,Google Play,POSITIVE,0.9997991919517517,Other
Best app,5,2025-04-04,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
great app,5,2025-04-03,CBE,Google Play,POSITIVE,0.999821126461029,UI/UX
best banking App,4,2025-04-03,CBE,Google Play,POSITIVE,0.999736487865448,UI/UX
satisfied,5,2025-04-03,CBE,Google Play,POSITIVE,0.9997212290763855,Other
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,POSITIVE,0.9980692267417908,UI/UX
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,POSITIVE,0.989459753036499,UI/UX
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,POSITIVE,0.9997400641441345,"Transactions, UI/UX"
excellent,5,2025-04-03,CBE,Google Play,POSITIVE,0.9998434782028198,Other
perfect,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998517036437988,Other
thankyou,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998428821563721,Other
I Like it,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998593330383301,Other
ok,5,2025-04-02,CBE,Google Play,POSITIVE,0.9997851252555847,Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,NEGATIVE,0.9986600875854492,"Account Access, UI/UX"
smart app,5,2025-04-02,CBE,Google Play,POSITIVE,0.999789297580719,UI/UX
isin ga'a,2,2025-04-02,CBE,Google Play,POSITIVE,0.7607287764549255,Other
easy to use,5,2025-04-02,CBE,Google Play,POSITIVE,0.9988542795181274,UI/UX
it's great,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998691082000732,Other
very good app and stars faction with work,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998588562011719,UI/UX
It is excelent,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998881816864014,Other
Smart,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998456239700317,Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,NEGATIVE,0.9570208191871643,Other
very interesting app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997968077659607,UI/UX
i like it,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998593330383301,Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.9985969662666321,Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9510266780853271,Other
Excellent🙏app,5,2025-04-01,CBE,Google Play,NEGATIVE,0.6970566511154175,UI/UX
the most useful,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997223019599915,UI/UX
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,POSITIVE,0.9787843823432922,UI/UX
Easy to use,5,2025-04-01,CBE,Google Play,POSITIVE,0.9988542795181274,UI/UX
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,NEGATIVE,0.9585955142974854,UI/UX
Excellent !!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998651742935181,Other
always we relay on,5,2025-04-01,CBE,Google Play,POSITIVE,0.9971832633018494,Other
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997507929801941,Other
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,NEGATIVE,0.999363124370575,Other
goode app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997406601905823,UI/UX
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998323917388916,UI/UX
safe easy & fast,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997115731239319,Other
perfect,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998517036437988,Other
it's good app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998689889907837,UI/UX
nice,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998552799224854,Other
good app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9958590865135193,UI/UX
ጥሩ ነው,5,2025-04-01,CBE,Google Play,NEGATIVE,0.7850591540336609,Other
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,NEGATIVE,0.8616330027580261,Other
good,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998161196708679,Other
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9528433680534363,Other
suitable app,4,2025-04-01,CBE,Google Play,POSITIVE,0.9997665286064148,UI/UX
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,NEGATIVE,0.9995038509368896,UI/UX
Good,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998161196708679,Other
nice app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998061060905457,UI/UX
best transaction method of financial,5,2025-04-01,CBE,Google Play,POSITIVE,0.9995972514152527,Transactions
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.9995881915092468,"Transactions, UI/UX"
It literarily don't work at all,4,2025-04-01,CBE,Google Play,NEGATIVE,0.9995075464248657,Other
good give us plus,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998716115951538,Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-03-31,CBE,Google Play,POSITIVE,0.9895473718643188,"Account Access, Transactions, UI/UX"
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9852171540260315,Transactions
Tnc Cbe,5,2025-03-31,CBE,Google Play,POSITIVE,0.9070308804512024,Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9151977896690369,UI/UX
great apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998534917831421,UI/UX
Excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,Other
Great app!,4,2025-03-31,CBE,Google Play,POSITIVE,0.9998462200164795,UI/UX
nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998552799224854,Other
CBE,5,2025-03-31,CBE,Google Play,POSITIVE,0.9966009855270386,Other
very good 👍 👏,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998593330383301,Other
great when it works,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998693466186523,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,NEGATIVE,0.981265127658844,UI/UX
excellent match application,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998453855514526,UI/UX
very good,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998520612716675,Other
best app,5,2025-03-31,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998503923416138,UI/UX
excellent app,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998356103897095,UI/UX
easy to use and user friendly,5,2025-03-31,CBE,Google Play,POSITIVE,0.9979179501533508,UI/UX
good,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998161196708679,Other
very nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998563528060913,Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,NEGATIVE,0.9200406670570374,Other
well software,5,2025-03-31,CBE,Google Play,POSITIVE,0.999262273311615,Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,NEGATIVE,0.8832131028175354,Other
CBE very good apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998394250869751,UI/UX
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,POSITIVE,0.9992094039916992,UI/UX
best app,5,2025-03-31,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
excellent service,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998576641082764,Customer Support
it's best,5,2025-03-31,CBE,Google Play,POSITIVE,0.999842643737793,Other
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9976195693016052,"Transactions, UI/UX"
Amazing app,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998670816421509,UI/UX
our legitimate bank,4,2025-03-31,CBE,Google Play,POSITIVE,0.9954161643981934,Other
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,POSITIVE,0.9952196478843689,UI/UX
very good and safe for me!,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998769760131836,Other
it is best bank,5,2025-03-31,CBE,Google Play,POSITIVE,0.9997767806053162,Other
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,POSITIVE,0.9997310042381287,Other
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,NEGATIVE,0.972727358341217,Other
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9974955916404724,Other
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,NEGATIVE,0.9962796568870544,"Transactions, UI/UX"
good job,5,2025-03-31,CBE,Google Play,POSITIVE,0.999835729598999,Other
nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998552799224854,Other
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,NEGATIVE,0.7850591540336609,Other
Great version,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998726844787598,Other
excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,Other
Good and easy to use,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998656511306763,UI/UX
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,POSITIVE,0.9994321465492249,"Transactions, UI/UX"
Really automated...,5,2025-03-31,CBE,Google Play,POSITIVE,0.889448344707489,Other
excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,Other
good,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998161196708679,Other
good App,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
bek betam kelal,5,2025-03-31,CBE,Google Play,POSITIVE,0.9325478076934814,Other
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,NEGATIVE,0.8616330027580261,Other
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9968405961990356,"UI/UX, Performance"
"very good, keep it up",5,2025-03-31,CBE,Google Play,POSITIVE,0.9998643398284912,Other
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,NEGATIVE,0.9957571625709534,Other
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,POSITIVE,0.9997572302818298,UI/UX
nice,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998552799224854,Other
interesting,3,2025-03-30,CBE,Google Play,POSITIVE,0.9998446702957153,Other
very good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998520612716675,Other
good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998161196708679,Other
simple&fast!!!,5,2025-03-30,CBE,Google Play,POSITIVE,0.9997504353523254,Other
best app,5,2025-03-30,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
great,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998630285263062,Other
it is very good app,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998699426651001,UI/UX
best,5,2025-03-30,CBE,Google Play,POSITIVE,0.9997941851615906,Other
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,POSITIVE,0.999854326248169,UI/UX
Very God thanks,5,2025-03-30,CBE,Google Play,POSITIVE,0.9993305206298828,Other
The sum is good.,3,2025-03-30,CBE,Google Play,POSITIVE,0.9998589754104614,Other
best of bests,5,2025-03-30,CBE,Google Play,POSITIVE,0.99969482421875,Other
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998605251312256,UI/UX
good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998161196708679,Other
good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998161196708679,Other
it's very nice 👍.,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998632669448853,Other
👍,5,2025-03-30,CBE,Google Play,NEGATIVE,0.6970566511154175,Other
nice,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998552799224854,Other
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,NEGATIVE,0.9945583343505859,Transactions
Very good,5,2025-03-30,CBE,Google Play,POSITIVE,0.9998520612716675,Other
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,POSITIVE,0.9760899543762207,Other
best apps for useing,5,2025-03-29,CBE,Google Play,POSITIVE,0.9989523887634277,UI/UX
like it,5,2025-03-29,CBE,Google Play,POSITIVE,0.9997184872627258,Other
good,5,2025-03-29,CBE,Google Play,POSITIVE,0.9998161196708679,Other
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,NEGATIVE,0.9470351338386536,UI/UX
l love it,5,2025-03-29,CBE,Google Play,POSITIVE,0.9998722076416016,Other
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,NEGATIVE,0.9912715554237366,"Transactions, UI/UX"
good,5,2025-03-29,CBE,Google Play,POSITIVE,0.9998161196708679,Other
Good,5,2025-03-29,CBE,Google Play,POSITIVE,0.9998161196708679,Other
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,NEGATIVE,0.9996315240859985,Other
good,5,2025-03-28,CBE,Google Play,POSITIVE,0.9998161196708679,Other
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,POSITIVE,0.9892323017120361,UI/UX
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,POSITIVE,0.9263746738433838,Other
Best app,5,2025-03-28,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
goods app!! pleace update this apps??,4,2025-03-27,CBE,Google Play,NEGATIVE,0.9845630526542664,UI/UX
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,NEGATIVE,0.9977697134017944,Transactions
wow,5,2025-03-27,CBE,Google Play,POSITIVE,0.999592125415802,Other
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,POSITIVE,0.9998745918273926,UI/UX
Convenient app,5,2025-03-27,CBE,Google Play,POSITIVE,0.9977468848228455,UI/UX
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,NEGATIVE,0.9995678067207336,"Account Access, UI/UX, Performance"
Good,5,2025-03-26,CBE,Google Play,POSITIVE,0.9998161196708679,Other
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,NEGATIVE,0.9995493292808533,Performance
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,NEGATIVE,0.9993287324905396,Other
good,5,2025-03-26,CBE,Google Play,POSITIVE,0.9998161196708679,Other
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,NEGATIVE,0.9996533393859863,"Transactions, UI/UX"
very nice one,5,2025-03-26,CBE,Google Play,POSITIVE,0.9998561143875122,Other
good application,5,2025-03-25,CBE,Google Play,POSITIVE,0.999854564666748,UI/UX
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,POSITIVE,0.9997761845588684,UI/UX
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play,NEGATIVE,0.944585382938385,Other
nice,5,2025-03-25,CBE,Google Play,POSITIVE,0.9998552799224854,Other
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,NEGATIVE,0.995722770690918,UI/UX
ok,5,2025-03-25,CBE,Google Play,POSITIVE,0.9997851252555847,Other
you must added dark mode options ❗,3,2025-03-24,CBE,Google Play,NEGATIVE,0.9864996671676636,Other
good,5,2025-03-24,CBE,Google Play,POSITIVE,0.9998161196708679,Other
Thank you,5,2025-03-24,CBE,Google Play,POSITIVE,0.9998352527618408,Other
cbe,5,2025-03-24,CBE,Google Play,POSITIVE,0.9966009855270386,Other
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play,NEGATIVE,0.8608055114746094,Other
very nice and convenient app,5,2025-03-24,CBE,Google Play,POSITIVE,0.9998267292976379,UI/UX
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,NEGATIVE,0.9997902512550354,"UI/UX, Performance"
👍👍👍,5,2025-03-24,CBE,Google Play,NEGATIVE,0.6970566511154175,Other
