review,rating,date,bank,source,sentiment_label,sentiment_score,theme
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,NEGATIVE,0.9995194673538208,"Transactions, UI/UX, Customer Support, Performance"
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,NEGATIVE,0.999660849571228,"UI/UX, Customer Support, Performance"
Good App,4,2024-10-12,BOA,Google Play,POSITIVE,0.9998493194580078,UI/UX
Best app to me,5,2024-10-11,BOA,Google Play,POSITIVE,0.9978218078613281,UI/UX
BOA,5,2024-10-11,BOA,Google Play,NEGATIVE,0.74105304479599,Other
Abdulkadir,5,2024-10-11,BOA,Google Play,POSITIVE,0.981449544429779,Other
Bad,1,2024-10-10,BOA,Google Play,NEGATIVE,0.999782383441925,Other
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,NEGATIVE,0.9928192496299744,Other
Nise mobile bankig,4,2024-10-05,BOA,Google Play,NEGATIVE,0.9858755469322205,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,NEGATIVE,0.9532791972160339,"Transactions, UI/UX"
Ok,5,2024-10-04,BOA,Google Play,POSITIVE,0.9997851252555847,Other
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,NEGATIVE,0.9992843270301819,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,NEGATIVE,0.998016357421875,Other
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,NEGATIVE,0.9964292645454407,"UI/UX, Performance"
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,NEGATIVE,0.6597367525100708,UI/UX
Good,3,2024-10-03,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Worest app,1,2024-10-03,BOA,Google Play,NEGATIVE,0.7789779305458069,UI/UX
The worest app ever,1,2024-10-03,BOA,Google Play,POSITIVE,0.9535900950431824,UI/UX
አሪፍ ነው በርቱልን,5,2024-10-02,BOA,Google Play,NEGATIVE,0.8337253928184509,Other
Wwwerrr,5,2024-10-02,BOA,Google Play,NEGATIVE,0.8502517938613892,Other
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,NEGATIVE,0.7850591540336609,Other
Great For Financial company,5,2024-09-30,BOA,Google Play,POSITIVE,0.9998703002929688,Other
Very easy to use,5,2024-09-30,BOA,Google Play,POSITIVE,0.9991422891616821,UI/UX
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,NEGATIVE,0.9996880292892456,"UI/UX, Performance"
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,NEGATIVE,0.998582124710083,UI/UX
nice,5,2024-09-26,BOA,Google Play,POSITIVE,0.9998552799224854,Other
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,POSITIVE,0.9998557567596436,Other
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,NEGATIVE,0.9941336512565613,UI/UX
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,NEGATIVE,0.9652976989746094,UI/UX
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,NEGATIVE,0.9994741082191467,UI/UX
Amazing,5,2024-09-19,BOA,Google Play,POSITIVE,0.999875545501709,Other
Great app with great services,5,2024-09-19,BOA,Google Play,POSITIVE,0.9998226761817932,"UI/UX, Customer Support"
Yes active user,5,2024-09-17,BOA,Google Play,POSITIVE,0.9983929991722107,UI/UX
Shameful,1,2024-09-17,BOA,Google Play,NEGATIVE,0.998016357421875,Other
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,NEGATIVE,0.5611279010772705,UI/UX
Good application,5,2024-09-16,BOA,Google Play,POSITIVE,0.999854564666748,UI/UX
I like,5,2024-09-16,BOA,Google Play,POSITIVE,0.9998149275779724,Other
Good,5,2024-09-16,BOA,Google Play,POSITIVE,0.9998161196708679,Other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,NEGATIVE,0.9988893866539001,Transactions
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,NEGATIVE,0.9993953704833984,"Transactions, Customer Support"
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,NEGATIVE,0.8698037266731262,Other
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,NEGATIVE,0.9997778534889221,UI/UX
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-13,BOA,Google Play,NEGATIVE,0.9925205707550049,Other
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,NEGATIVE,0.9993253946304321,UI/UX
Bes and freindly app,5,2024-09-13,BOA,Google Play,NEGATIVE,0.9136509895324707,UI/UX
It doesn't work.,1,2024-09-12,BOA,Google Play,NEGATIVE,0.9997761845588684,Other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,NEGATIVE,0.9997968077659607,UI/UX
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,NEGATIVE,0.9998114705085754,"Transactions, UI/UX"
Good,5,2024-09-10,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Smart technology,5,2024-09-10,BOA,Google Play,POSITIVE,0.9998468160629272,Other
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,NEGATIVE,0.9501880407333374,UI/UX
Ok,5,2024-09-07,BOA,Google Play,POSITIVE,0.9997851252555847,Other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,NEGATIVE,0.9996864795684814,UI/UX
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,NEGATIVE,0.9997275471687317,Performance
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,NEGATIVE,0.999210000038147,"UI/UX, Performance"
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,NEGATIVE,0.9127689599990845,"UI/UX, Performance"
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,NEGATIVE,0.9639250636100769,UI/UX
good,5,2024-09-05,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Fast one,3,2024-09-04,BOA,Google Play,POSITIVE,0.9994491934776306,Other
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,NEGATIVE,0.9958102703094482,UI/UX
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,NEGATIVE,0.8734647035598755,UI/UX
Very good,5,2024-09-01,BOA,Google Play,POSITIVE,0.9998520612716675,Other
It is ok,5,2024-09-01,BOA,Google Play,POSITIVE,0.9998496770858765,Other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,NEGATIVE,0.9987314343452454,UI/UX
Good,5,2024-08-30,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Apollo's,1,2024-08-29,BOA,Google Play,POSITIVE,0.9974138736724854,Other
The worst experience ever,1,2024-08-29,BOA,Google Play,NEGATIVE,0.999792754650116,Other
Hussenaliumar,5,2024-08-29,BOA,Google Play,NEGATIVE,0.6654528975486755,Other
Good,3,2024-08-28,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,NEGATIVE,0.999367892742157,"Account Access, UI/UX"
It is not work for my device,5,2024-08-27,BOA,Google Play,NEGATIVE,0.9997636675834656,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,NEGATIVE,0.9990233182907104,UI/UX
The worst app ever,1,2024-08-26,BOA,Google Play,NEGATIVE,0.9997934699058533,UI/UX
Good,5,2024-08-26,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Betanya Gebre,3,2024-08-23,BOA,Google Play,POSITIVE,0.8911885619163513,Other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,NEGATIVE,0.9855504035949707,Other
Good,5,2024-08-22,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Excellent app,5,2024-08-21,BOA,Google Play,POSITIVE,0.9998356103897095,UI/UX
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,NEGATIVE,0.9988825917243958,"Account Access, UI/UX"
ትርሃስ,5,2024-08-19,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
Gio,4,2024-08-19,BOA,Google Play,POSITIVE,0.9969680905342102,Other
App isn't working,1,2024-08-18,BOA,Google Play,NEGATIVE,0.9995692372322083,UI/UX
Best app,5,2024-08-18,BOA,Google Play,POSITIVE,0.999686598777771,UI/UX
so far good but always it lugs,3,2024-08-17,BOA,Google Play,NEGATIVE,0.982947051525116,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,NEGATIVE,0.9996311664581299,Customer Support
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,NEGATIVE,0.9995014667510986,"UI/UX, Customer Support"
Horrible,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9997841715812683,Other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9995824694633484,Other
Good,5,2024-08-13,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Awesome 👌,5,2024-08-12,BOA,Google Play,POSITIVE,0.9998607635498047,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,NEGATIVE,0.9997915625572205,UI/UX
Thank you,3,2024-08-12,BOA,Google Play,POSITIVE,0.9998352527618408,Other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,NEGATIVE,0.9998080134391785,"UI/UX, Performance"
Ok,5,2024-08-12,BOA,Google Play,POSITIVE,0.9997851252555847,Other
best,1,2024-08-11,BOA,Google Play,POSITIVE,0.9997941851615906,Other
Best app,5,2024-08-11,BOA,Google Play,POSITIVE,0.999686598777771,UI/UX
Wedi Tekle .,5,2024-08-11,BOA,Google Play,NEGATIVE,0.84212726354599,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,NEGATIVE,0.9997676014900208,UI/UX
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,NEGATIVE,0.9956488013267517,Other
Nice appp,5,2024-08-11,BOA,Google Play,POSITIVE,0.9997910857200623,UI/UX
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,NEGATIVE,0.952187716960907,Other
Gooood app my dear,5,2024-08-09,BOA,Google Play,NEGATIVE,0.9005936980247498,UI/UX
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,NEGATIVE,0.9410595893859863,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,NEGATIVE,0.9998038411140442,UI/UX
Gamebela,1,2024-08-08,BOA,Google Play,POSITIVE,0.8994185328483582,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,NEGATIVE,0.9997444748878479,UI/UX
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9987001419067383,"Transactions, UI/UX"
Good job,5,2024-08-07,BOA,Google Play,POSITIVE,0.999835729598999,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9998094439506531,"Account Access, UI/UX"
good,3,2024-08-07,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Good,5,2024-08-07,BOA,Google Play,POSITIVE,0.9998161196708679,Other
Bad app .,1,2024-08-06,BOA,Google Play,NEGATIVE,0.9997915625572205,UI/UX
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,NEGATIVE,0.9994394183158875,UI/UX
Review,5,2024-08-06,BOA,Google Play,POSITIVE,0.9946893453598022,Other
Goood,4,2024-08-06,BOA,Google Play,NEGATIVE,0.9943867921829224,Other
Ok,5,2024-08-06,BOA,Google Play,POSITIVE,0.9997851252555847,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-05,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,NEGATIVE,0.99793541431427,UI/UX
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,NEGATIVE,0.9997755885124207,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,NEGATIVE,0.9998201727867126,"Transactions, UI/UX, Performance"
ok,5,2024-08-03,BOA,Google Play,POSITIVE,0.9997851252555847,Other
Nice,5,2024-08-03,BOA,Google Play,POSITIVE,0.9998552799224854,Other
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,POSITIVE,0.9958856701850891,UI/UX
Great,5,2024-08-03,BOA,Google Play,POSITIVE,0.9998630285263062,Other
It's a useless app,1,2024-08-02,BOA,Google Play,NEGATIVE,0.9998058676719666,UI/UX
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,NEGATIVE,0.9968530535697937,Other
Poor network,1,2024-08-01,BOA,Google Play,NEGATIVE,0.9997891783714294,Other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9993754029273987,UI/UX
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9953023195266724,"UI/UX, Performance"
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,NEGATIVE,0.9998171925544739,UI/UX
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,NEGATIVE,0.9989368319511414,UI/UX
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play,NEGATIVE,0.9998024106025696,UI/UX
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,NEGATIVE,0.8337253928184509,Other
Ok,5,2024-07-29,BOA,Google Play,POSITIVE,0.9997851252555847,Other
Nays,5,2024-07-28,BOA,Google Play,NEGATIVE,0.9894010424613953,Other
The worst app,1,2024-07-28,BOA,Google Play,NEGATIVE,0.9997969269752502,UI/UX
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,NEGATIVE,0.9993472695350647,Other
not active,1,2024-07-27,BOA,Google Play,NEGATIVE,0.999765932559967,Other
To get good quality,5,2024-07-27,BOA,Google Play,POSITIVE,0.9998683929443359,Other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,NEGATIVE,0.9647620320320129,Other
uselss app dont download,1,2024-07-26,BOA,Google Play,NEGATIVE,0.9977203011512756,UI/UX
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,NEGATIVE,0.9997162222862244,"Transactions, UI/UX"
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,NEGATIVE,0.9991223216056824,UI/UX
Corrupted and poor app,1,2024-07-24,BOA,Google Play,NEGATIVE,0.9997439980506897,UI/UX
Good,1,2024-07-24,BOA,Google Play,POSITIVE,0.9998161196708679,Other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,NEGATIVE,0.9998012185096741,UI/UX
Nice,5,2024-07-24,BOA,Google Play,POSITIVE,0.9998552799224854,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,POSITIVE,0.9994503855705261,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9994396567344666,"UI/UX, Performance"
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,NEGATIVE,0.9997815489768982,"UI/UX, Customer Support"
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9997444748878479,UI/UX
Okay,5,2024-07-23,BOA,Google Play,POSITIVE,0.9997709393501282,Other
Allowed,5,2024-07-23,BOA,Google Play,POSITIVE,0.9978752136230469,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9991043210029602,Performance
we want international mobile banking,1,2024-07-22,BOA,Google Play,POSITIVE,0.958784818649292,Other
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,NEGATIVE,0.9996084570884705,Other
Naziriet measho 89160437,1,2024-07-21,BOA,Google Play,NEGATIVE,0.9862651228904724,Other
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,POSITIVE,0.9124149680137634,UI/UX
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,NEGATIVE,0.9996222257614136,UI/UX
I have experiance,5,2024-07-19,BOA,Google Play,NEGATIVE,0.8070299029350281,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,NEGATIVE,0.9997739195823669,UI/UX
Wow,5,2024-07-19,BOA,Google Play,POSITIVE,0.999592125415802,Other
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,NEGATIVE,0.999760091304779,"UI/UX, Performance"
ርይርፍ,3,2024-07-19,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,POSITIVE,0.9991149306297302,UI/UX
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,NEGATIVE,0.9994294047355652,UI/UX
mal,5,2024-07-16,BOA,Google Play,NEGATIVE,0.9996137022972107,Other
It is not working at all,1,2024-07-16,BOA,Google Play,NEGATIVE,0.9997811913490295,Other
Excellent,5,2024-07-16,BOA,Google Play,POSITIVE,0.9998434782028198,Other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,NEGATIVE,0.999705970287323,Other
Wow,5,2024-07-16,BOA,Google Play,POSITIVE,0.999592125415802,Other
😞😞😞😞,1,2024-07-15,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
The worst banking app,1,2024-07-15,BOA,Google Play,NEGATIVE,0.9998050332069397,UI/UX
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,NEGATIVE,0.9988401532173157,"Account Access, UI/UX, Performance"
No work app,5,2024-07-15,BOA,Google Play,NEGATIVE,0.9968982934951782,UI/UX
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,POSITIVE,0.9309310913085938,Other
🤷🤷🤷,3,2024-07-15,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
experienced,5,2024-07-14,BOA,Google Play,POSITIVE,0.9950610995292664,Other
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,NEGATIVE,0.999818742275238,UI/UX
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,NEGATIVE,0.9998112320899963,Other
BoA,5,2024-07-13,BOA,Google Play,NEGATIVE,0.74105304479599,Other
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,NEGATIVE,0.9983154535293579,UI/UX
Boa,5,2024-07-13,BOA,Google Play,NEGATIVE,0.74105304479599,Other
The new app is very good,5,2024-07-12,BOA,Google Play,POSITIVE,0.9998589754104614,UI/UX
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,NEGATIVE,0.9371032118797302,Other
It doesn't work,1,2024-07-12,BOA,Google Play,NEGATIVE,0.9997813105583191,Other
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,NEGATIVE,0.7850591540336609,Other
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,NEGATIVE,0.9997655749320984,"UI/UX, Performance"
The worst mobile banking app,1,2024-07-11,BOA,Google Play,NEGATIVE,0.9997923970222473,UI/UX
It is not fast,3,2024-07-11,BOA,Google Play,NEGATIVE,0.99720698595047,Other
Ok,5,2024-07-11,BOA,Google Play,POSITIVE,0.9997851252555847,Other
Useless,1,2024-07-11,BOA,Google Play,NEGATIVE,0.9997991919517517,UI/UX
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,NEGATIVE,0.9997914433479309,"UI/UX, Performance"
ሀየ,5,2024-07-10,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
Too late!,1,2024-07-10,BOA,Google Play,NEGATIVE,0.9988941550254822,Other
No work,5,2024-07-10,BOA,Google Play,NEGATIVE,0.999386191368103,Other
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,POSITIVE,0.9995549321174622,UI/UX
After update it doesn't work well,2,2024-07-09,BOA,Google Play,NEGATIVE,0.9996452331542969,Other
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,NEGATIVE,0.9983060359954834,UI/UX
Good but Very slow.,1,2024-07-08,BOA,Google Play,POSITIVE,0.9877548813819885,Performance
Very good app,5,2024-07-07,BOA,Google Play,POSITIVE,0.9998675584793091,UI/UX
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,NEGATIVE,0.9998026490211487,UI/UX
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,NEGATIVE,0.9991281628608704,UI/UX
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,NEGATIVE,0.9996892213821411,Performance
Miliyone.,5,2024-07-05,BOA,Google Play,NEGATIVE,0.9675788879394531,Other
Workneh girmamo,5,2024-07-05,BOA,Google Play,POSITIVE,0.9400009512901306,Other
🙏🙏🙏,5,2024-07-05,BOA,Google Play,NEGATIVE,0.6970566511154175,Other
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,NEGATIVE,0.9974097609519958,"Account Access, Transactions, UI/UX"
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,POSITIVE,0.9892704486846924,Other
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,NEGATIVE,0.9995259046554565,"UI/UX, Performance"
Please make it functional.,5,2024-07-03,BOA,Google Play,POSITIVE,0.9997920393943787,Other
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,NEGATIVE,0.9705930948257446,UI/UX
Please Recover thank you,5,2024-07-02,BOA,Google Play,POSITIVE,0.9997314810752869,Other
Best,5,2024-07-01,BOA,Google Play,POSITIVE,0.9997941851615906,Other
This app doesn't work,1,2024-06-30,BOA,Google Play,NEGATIVE,0.9997921586036682,UI/UX
Excellent app,5,2024-06-29,BOA,Google Play,POSITIVE,0.9998356103897095,UI/UX
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,NEGATIVE,0.9726090431213379,"UI/UX, Performance"
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,NEGATIVE,0.9977184534072876,UI/UX
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,NEGATIVE,0.9994282126426697,Other
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,NEGATIVE,0.9996359348297119,"Transactions, UI/UX, Customer Support"
Open Open service,5,2024-06-25,BOA,Google Play,POSITIVE,0.9997770190238953,Customer Support
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play,NEGATIVE,0.8616330027580261,Other
ok,1,2024-06-24,BOA,Google Play,POSITIVE,0.9997851252555847,Other
Its not working.,1,2024-06-24,BOA,Google Play,NEGATIVE,0.9997856020927429,Other
